unique_id,text,climate_adaptation,climate_mitigation
2017080119|2017|WHITE-RUMPED VULTURE|0.010852|41030,WHITE-RUMPED VULTURE WHITE-RUMPED VULTURE White-rumped vulture,0,0
2017080078|2017|FISHING CAT|0.006511|41030,FISHING CAT FISHING CAT Fishing Cat,0,0
2017080097|2017|BLIND IRAN CAVE BARB|0.013022|41030,BLIND IRAN CAVE BARB BLIND IRAN CAVE BARB Blind Iran Cave barb,0,0
2017030038|2017|ELECTRICITY AND WATER DEVELOPMENT PROJECT|23220,ELECTRICITY AND WATER DEVELOPMENT PROJECT ELECTRICITY AND WATER DEVELOPMENT PROJECT Electricity and Water Development Project,1,2
2017080113|2017|UTA HICK'S BEARDED SAKI MONKEY|0.009767|41030,UTA HICK'S BEARDED SAKI MONKEY UTA HICK'S BEARDED SAKI MONKEY Uta Hick's Bearded Saki Monkey,0,0
2017080132|2017|TREE FROGS|0.004341|41030,TREE FROGS TREE FROGS Tree frogs,0,0
2017080064|2017|PAINTED TREE FROG|0.00217|41030,PAINTED TREE FROG PAINTED TREE FROG Painted tree frog,0,0
2017080003|2017|DEPARTMENT OF FORESTS AND PARK SERVICES|0.011937|41030,DEPARTMENT OF FORESTS AND PARK SERVICES DEPARTMENT OF FORESTS AND PARK SERVICES Department of Forests and Park Services,0,0
2017080067|2017|ORIENTAL WHITE-BACKED VULTURE|0.005426|41030,ORIENTAL WHITE-BACKED VULTURE ORIENTAL WHITE-BACKED VULTURE Oriental White-backed Vulture,0,0
2009030059|2017|SAMENDENI DAM PROJECT|23220,SAMENDENI DAM PROJECT SAMENDENI DAM PROJECT Samendeni dam project. The project consists of construction of a dam at 17 m height can be increased to 22 meters and a length of 2760 meters to store approximately 550 million cubic meters of water can be increased to 1050 million cubic meters.Samendeni,1,2
2017080103|2017|RARA LAKE FROG|0.003256|41030,RARA LAKE FROG RARA LAKE FROG Rara Lake Frog,0,0
2017080083|2017|ICHNEUMON-WASP|0.004341|41030,ICHNEUMON-WASP ICHNEUMON-WASP Ichneumon-wasp,0,0
2017080084|2017|GIANT GROUND PANGOLIN|0.005426|41030,GIANT GROUND PANGOLIN GIANT GROUND PANGOLIN Giant ground pangolin,0,0
2017080088|2017|STAGHORN CORAL|0.003256|41030,STAGHORN CORAL STAGHORN CORAL Staghorn Coral,0,0
2017080079|2017|WHITE-THIGHED COLOBUS|0.005426|41030,WHITE-THIGHED COLOBUS WHITE-THIGHED COLOBUS White-thighed colobus,0,0
2017080094|2017|CAT BA TIGER GECKO|0.004341|41030,CAT BA TIGER GECKO CAT BA TIGER GECKO Cat Ba Tiger Gecko,0,0
2017080029|2017|BUFFY-TUFTED-EAR-MARMOSET|0.004341|41030,BUFFY-TUFTED-EAR-MARMOSET BUFFY-TUFTED-EAR-MARMOSET Buffy-tufted-ear-marmoset,0,0
2017080055|2017|HELMETED HORNBILL|0.014108|41030,HELMETED HORNBILL HELMETED HORNBILL Helmeted hornbill,0,0
2017080022|2017|FORSTEN'S TORTOISE|0.010852|41030,FORSTEN'S TORTOISE FORSTEN'S TORTOISE Forsten's Tortoise,0,0
2017080124|2017|MALABAR RIVER LILY|0.00217|41030,MALABAR RIVER LILY MALABAR RIVER LILY Malabar River Lily,0,0
2017080030|2017|GIANT PANGOLIN|0.005426|41030,GIANT PANGOLIN GIANT PANGOLIN Giant pangolin,0,0
2017080107|2017|CHINESE PANGOLIN|0.011937|41030,CHINESE PANGOLIN CHINESE PANGOLIN Chinese pangolin,0,0
2016030017|2017|OPERATIONAL WORKS FOR THE SHELTER WILDLIFE CONSERVATION|0.564301|41030,OPERATIONAL WORKS FOR THE SHELTER WILDLIFE CONSERVATION OPERATIONAL WORKS FOR THE SHELTER WILDLIFE CONSERVATION Operational Works for the Shelter Wildlife Conservation,2,0
2017080091|2017|MAGDALENA RIVER TURTLE|0.005426|41030,MAGDALENA RIVER TURTLE MAGDALENA RIVER TURTLE Magdalena river turtle,0,0
2017080077|2017|BEECH LONGICORN|0.006511|41030,BEECH LONGICORN BEECH LONGICORN Beech Longicorn,0,0
2017080069|2017|BAER'S WOOD MOUSE|0.009767|41030,BAER'S WOOD MOUSE BAER'S WOOD MOUSE Baer's Wood Mouse,0,0
2016030027|2017|NAHUEVE HYDROPOWER PROJECT|0.342922|23220,"NAHUEVE HYDROPOWER PROJECT NAHUEVE HYDROPOWER PROJECT Mini hydropower project will provide energy supply, pump irrigation water for agriculture and provide drinking water in the rural area of Nahueve and avoids emission of 12,000 tCO2 per year.",1,2
2017080015|2017|SMALL RUFOUS HORSESHOE BAT|0.006511|41030,SMALL RUFOUS HORSESHOE BAT SMALL RUFOUS HORSESHOE BAT Small rufous horseshoe bat,0,0
2017080066|2017|THOMASSET'S ROCK FROG|0.02713|41030,THOMASSET'S ROCK FROG THOMASSET'S ROCK FROG Thomasset's rock frog,0,0
2017080024|2017|VALCHETA FROG|0.003256|41030,VALCHETA FROG VALCHETA FROG Valcheta Frog,0,0
2017080172|2017|RETIBOLETUS FLAVONIGER|0.016278|41030,RETIBOLETUS FLAVONIGER RETIBOLETUS FLAVONIGER Retiboletus flavoniger,0,0
2017080049|2017|TAITA THRUSH|0.010852|41030,TAITA THRUSH TAITA THRUSH Taita Thrush,0,0
2017080040|2017|JIPE TILAPIA|0.013022|41030,JIPE TILAPIA JIPE TILAPIA Jipe tilapia,0,0
2017080164|2017|STONE FLOWER|0.005426|41030,STONE FLOWER STONE FLOWER Stone flower,0,0
2017080181|2017|ANODONTA LUCASI|0.014108|41030,ANODONTA LUCASI ANODONTA LUCASI Anodonta lucasi,0,0
2017080141|2017|CHINESE SWAMP CYPRESS|0.014108|41030,CHINESE SWAMP CYPRESS CHINESE SWAMP CYPRESS Chinese swamp cypress,0,0
2017080117|2017|GÃI?A|0.015193|41030,GÃI?A GÃI?A GÃ¼i?a,0,0
2017080153|2017|ONCILLA|0.005426|41030,ONCILLA ONCILLA Oncilla,0,0
2017080104|2017|BOTUCATU ESCUERZO|0.00217|41030,BOTUCATU ESCUERZO BOTUCATU ESCUERZO Botucatu Escuerzo,0,0
2017080166|2017|LESSER BLIND MOLE RAT|0.00217|41030,LESSER BLIND MOLE RAT LESSER BLIND MOLE RAT Lesser blind mole rat,0,0
2017080008|2017|SOCIABLE LAPWING|0.005426|41030,SOCIABLE LAPWING SOCIABLE LAPWING Sociable Lapwing,0,0
2017080039|2017|ODONATA|0.010852|41030,ODONATA ODONATA Odonata,0,0
2017080082|2017|PSYCHOTRIA SILHOUETTAE|0.010852|41030,PSYCHOTRIA SILHOUETTAE PSYCHOTRIA SILHOUETTAE Psychotria silhouettae,0,0
2017080073|2017|KOKOLECERAN|0.004341|41030,KOKOLECERAN KOKOLECERAN Kokoleceran,0,0
2017080140|2017|BENGAL TIGER|0.007596|41030,BENGAL TIGER BENGAL TIGER Bengal tiger,0,0
2017080179|2017|JOBA MENA|0.005426|41030,JOBA MENA JOBA MENA Joba mena,0,0
2017080100|2017|SANCTI SPIRITUS TROPE|0.004341|41030,SANCTI SPIRITUS TROPE SANCTI SPIRITUS TROPE Sancti Spiritus Trope,0,0
2017080074|2017|RINGED STORM PETREL|0.003256|41030,RINGED STORM PETREL RINGED STORM PETREL Ringed storm petrel,0,0
2017080142|2017|CHAMBA SACRED LANGUR|0.013022|41030,CHAMBA SACRED LANGUR CHAMBA SACRED LANGUR Chamba Sacred Langur,0,0
2017080052|2017|RED-SHANKED DOUC|0.005426|41030,RED-SHANKED DOUC RED-SHANKED DOUC Red-shanked Douc,0,0
2017080147|2017|LARGE-ANTLERED MUNTJAC|0.013022|41030,LARGE-ANTLERED MUNTJAC LARGE-ANTLERED MUNTJAC Large-antlered Muntjac,0,0
2017030052|2017|800 KW SOLAR PV PROJECT IN UNION ISLAND AT ST. VICENENT AND THE GRENADINES|0.813896|23230,800 KW SOLAR PV PROJECT IN UNION ISLAND AT ST. VICENENT AND THE GRENADINES 800 KW SOLAR PV PROJECT IN UNION ISLAND AT ST. VICENENT AND THE GRENADINES 800 KW Solar PV Project in Union Island at St. Vicenent and the Grenadines,1,2
2017080101|2017|BARRED TOPMINNOW|0.004341|41030,BARRED TOPMINNOW BARRED TOPMINNOW Barred Topminnow,0,0
2017080048|2017|PRIMATE|0.02713|41030,PRIMATE PRIMATE Primate,0,0
2017080105|2017|COLONIAL TUCO- TUCO|0.008682|41030,COLONIAL TUCO- TUCO COLONIAL TUCO- TUCO Colonial Tuco- Tuco,0,0
2017080178|2017|NORTHERN MURIQUI|0.010852|41030,NORTHERN MURIQUI NORTHERN MURIQUI Northern Muriqui,0,0
2017080134|2017|TELEFERICO RUBBER FROG|0.005426|41030,TELEFERICO RUBBER FROG TELEFERICO RUBBER FROG Teleferico rubber frog,0,0
2017080087|2017|DALMATIAN BARBELGUDGEON|0.004341|41030,DALMATIAN BARBELGUDGEON DALMATIAN BARBELGUDGEON Dalmatian barbelgudgeon,0,0
2017080176|2017|BUMBLE BEES|0.004341|41030,BUMBLE BEES BUMBLE BEES Bumble bees,0,0
2017080059|2017|FUNGUS GNATS|0.006511|41030,FUNGUS GNATS FUNGUS GNATS Fungus gnats,0,0
2017080173|2017|ANNAMITE STRIPED RABBIT|0.008682|41030,ANNAMITE STRIPED RABBIT ANNAMITE STRIPED RABBIT Annamite striped rabbit,0,0
2017080070|2017|WHITE EBONY|0.026045|41030,WHITE EBONY WHITE EBONY White ebony,0,0
2017080045|2017|DERRUMBE|0.010852|41030,DERRUMBE DERRUMBE Derrumbe,0,0
2017080135|2017|BLUE-THROATED MACAW|0.007596|41030,BLUE-THROATED MACAW BLUE-THROATED MACAW Blue-throated Macaw,0,0
2015030052|2017|SOLAR ENERGY PROJECTS|5.675571|23230,SOLAR ENERGY PROJECTS SOLAR ENERGY PROJECTS Solar energy projects,1,2
2017080115|2017|ARAGUAIA RIVER DOLPHIN|0.011937|41030,ARAGUAIA RIVER DOLPHIN ARAGUAIA RIVER DOLPHIN Araguaia River Dolphin,0,0
2017080002|2017|CIBIO-INBIO|0.005426|41030,CIBIO-INBIO CIBIO-INBIO CIBIO-InBIO,0,0
2009030052|2017|THE REHABLITATION OF ARPA_SEVEN TUNNEL PROJECT|21040,"THE REHABLITATION OF ARPA_SEVEN TUNNEL PROJECT THE REHABLITATION OF ARPA_SEVEN TUNNEL PROJECT The rehablitation of Arpa_Seven tunnel project - Rehabilitation and operation of 48 km Erba - Sevan tunnel, the project has an economic and environmental importance, whereas the water level is expected to rise about 6 meters over 30 years.",0,0
2017080021|2017|KLOOF FROG|0.014108|41030,KLOOF FROG KLOOF FROG Kloof Frog,0,0
2009030038|2017|TAISHIR HYDROPOWER PROJECT|23220,TAISHIR HYDROPOWER PROJECT TAISHIR HYDROPOWER PROJECT Taishir Hydropower Project,1,2
2017080155|2017|YELLOW-EARED PARROT|0.009767|41030,YELLOW-EARED PARROT YELLOW-EARED PARROT Yellow-eared Parrot,0,0
2017080148|2017|STELLATE STURGEON|0.007596|41030,STELLATE STURGEON STELLATE STURGEON Stellate sturgeon,0,0
2017080092|2017|ARARIPE MANAKIN|0.014108|41030,ARARIPE MANAKIN ARARIPE MANAKIN Araripe Manakin,0,0
2017030041|2017|SUPPORT FOR RENEWABLE ENERGY PROJECTS IN THE CARIBBEAN|23210,SUPPORT FOR RENEWABLE ENERGY PROJECTS IN THE CARIBBEAN SUPPORT FOR RENEWABLE ENERGY PROJECTS IN THE CARIBBEAN Support for renewable energy projects in the caribbean,1,2
2017080099|2017|NUBIAN DRAGON'S BLOOD TREE|0.004341|41030,NUBIAN DRAGON'S BLOOD TREE NUBIAN DRAGON'S BLOOD TREE Nubian Dragon's Blood Tree,0,0
2017080043|2017|FLAT-HEADED CAT|0.011937|41030,FLAT-HEADED CAT FLAT-HEADED CAT Flat-headed Cat,0,0
2017080085|2017|CHINESE PANGOLIN|0.004341|41030,CHINESE PANGOLIN CHINESE PANGOLIN Chinese Pangolin,0,0
2017080007|2017|DINAGAT BUSHY TAILED CLOUD RAT|0.005426|41030,DINAGAT BUSHY TAILED CLOUD RAT DINAGAT BUSHY TAILED CLOUD RAT Dinagat bushy tailed cloud rat,0,0
2017080044|2017|BLEEDING TOAD|0.004341|41030,BLEEDING TOAD BLEEDING TOAD Bleeding Toad,0,0
2017080112|2017|KEYSERLING'S WONDER GECKO|0.013022|41030,KEYSERLING'S WONDER GECKO KEYSERLING'S WONDER GECKO Keyserling's Wonder Gecko,0,0
2017080187|2017|GEOMETRIC TORTOISE / SUURPOOTJIE|0.026045|41030,GEOMETRIC TORTOISE / SUURPOOTJIE GEOMETRIC TORTOISE / SUURPOOTJIE Geometric Tortoise / Suurpootjie,0,0
2015030010|2017|SOLAR PENETRATION AND WATER ACCESS|0.542598|23230,SOLAR PENETRATION AND WATER ACCESS SOLAR PENETRATION AND WATER ACCESS Construct a solar energy PV power plant,1,2
2017080177|2017|PHELSUMA ANTANOSY|0.010852|41030,PHELSUMA ANTANOSY PHELSUMA ANTANOSY Phelsuma antanosy,0,0
2009030003|2017|ANDEKALEKA ELECTRICAL POWER|23220,ANDEKALEKA ELECTRICAL POWER ANDEKALEKA ELECTRICAL POWER Andekaleka Electrical power,1,2
2017080075|2017|ROYAL CINCLODES|0.004341|41030,ROYAL CINCLODES ROYAL CINCLODES Royal Cinclodes,0,0
2017080170|2017|PLOUGHSHARE TORTOISE|0.014108|41030,PLOUGHSHARE TORTOISE PLOUGHSHARE TORTOISE Ploughshare Tortoise,0,0
2017080072|2017|VICTOTRIA TILAPIA|0.009767|41030,VICTOTRIA TILAPIA VICTOTRIA TILAPIA Victotria Tilapia,0,0
2017080182|2017|MARKHAM'S STORM-PETREL|0.010852|41030,MARKHAM'S STORM-PETREL MARKHAM'S STORM-PETREL Markham's Storm-Petrel,0,0
2017080139|2017|NORTHERN TIGER CAT|0.010852|41030,NORTHERN TIGER CAT NORTHERN TIGER CAT Northern tiger cat,0,0
2017080034|2017|DIOSPYROS KATENDEI|0.004341|41030,DIOSPYROS KATENDEI DIOSPYROS KATENDEI Diospyros katendei,0,0
2017080033|2017|PANAMANIAN OWL MONKEY|0.008682|41030,PANAMANIAN OWL MONKEY PANAMANIAN OWL MONKEY Panamanian owl monkey,0,0
2017030028|2017|10 MW SOLAR POWER PLANT IN TOSHKA - PHASE 2 ARABIC REPULIC OF EGYPT|8.420029|23230,10 MW SOLAR POWER PLANT IN TOSHKA - PHASE 2 ARABIC REPULIC OF EGYPT 10 MW SOLAR POWER PLANT IN TOSHKA - PHASE 2 ARABIC REPULIC OF EGYPT 10 MW solar power plant in Toshka - Phase 2 Arabic Repulic of Egypt,1,2
2017080062|2017|KERUING|0.005426|41030,KERUING KERUING Keruing,0,0
2017080131|2017|BUMBLEBEE|0.004341|41030,BUMBLEBEE BUMBLEBEE Bumblebee,0,0
2017080154|2017|JUAN FERN?NDEZ FIRECROWN|0.008682|41030,JUAN FERN?NDEZ FIRECROWN JUAN FERN?NDEZ FIRECROWN Juan Fern?ndez Firecrown,0,0
2017080086|2017|BICA ANOLE|0.006511|41030,BICA ANOLE BICA ANOLE Bica Anole,0,0
2017080160|2017|CREEPER SUNFLOWER|0.005426|41030,CREEPER SUNFLOWER CREEPER SUNFLOWER Creeper sunflower,0,0
2014030155|2017|WIND POWER STATIONS|0.168205|23240,WIND POWER STATIONS WIND POWER STATIONS Wind Power Stations,1,2
2017080120|2017|PALLAS'S CAT|0.007596|41030,PALLAS'S CAT PALLAS'S CAT Pallas's cat,0,0
2017080125|2017|NIGER DELTA RED COLOBUS|0.013022|41030,NIGER DELTA RED COLOBUS NIGER DELTA RED COLOBUS Niger Delta red colobus,0,0
2017080168|2017|ASIAN ELEPHANT|0.039067|41030,ASIAN ELEPHANT ASIAN ELEPHANT Asian Elephant,0,0
2017080027|2017|TETRAMICRA MALPIGHIARUM|0.003256|41030,TETRAMICRA MALPIGHIARUM TETRAMICRA MALPIGHIARUM Tetramicra malpighiarum,0,0
2017080014|2017|MEGOPHRYS PARALLELA|0.004341|41030,MEGOPHRYS PARALLELA MEGOPHRYS PARALLELA Megophrys parallela,0,0
2017030027|2017|HYBRID SOLAR AND WIND POWER PROJECT|23240,HYBRID SOLAR AND WIND POWER PROJECT HYBRID SOLAR AND WIND POWER PROJECT Hybrid Solar and Wind Power Project,1,2
2017080061|2017|TILLANDSIA MOSCOSOI|0.003256|41030,TILLANDSIA MOSCOSOI TILLANDSIA MOSCOSOI Tillandsia moscosoi,0,0
2017080116|2017|FLOREANA MOCKINGBIRD|0.008682|41030,FLOREANA MOCKINGBIRD FLOREANA MOCKINGBIRD Floreana mockingbird,0,0
2017080118|2017|BROWN SPIDER MONKEY|0.005426|41030,BROWN SPIDER MONKEY BROWN SPIDER MONKEY Brown Spider Monkey,0,0
2017080169|2017|VARIABLE HARLEQUIN FROG|0.039067|41030,VARIABLE HARLEQUIN FROG VARIABLE HARLEQUIN FROG Variable Harlequin Frog,0,0
2017080175|2017|PALLAS CAT/MANUL|0.004341|41030,PALLAS CAT/MANUL PALLAS CAT/MANUL Pallas cat/Manul,0,0
2017080167|2017|TANA RIVER GECKO|0.005426|41030,TANA RIVER GECKO TANA RIVER GECKO Tana River Gecko,0,0
2017080042|2017|SINAI PRIMROSE|0.004341|41030,SINAI PRIMROSE SINAI PRIMROSE Sinai Primrose,0,0
2017080018|2017|JAVANESE NARROW-HEADED SOFT SHELL TURTLE|0.005426|41030,JAVANESE NARROW-HEADED SOFT SHELL TURTLE JAVANESE NARROW-HEADED SOFT SHELL TURTLE Javanese Narrow-headed Soft Shell Turtle,0,0
2017995439|2017||0.10852|23230,  ,1,2
2017080036|2017|WIDE DIVING BEETLE|0.003256|41030,WIDE DIVING BEETLE WIDE DIVING BEETLE Wide diving beetle,0,0
2017080144|2017|MAURITIAN FREE-TAILED BAT|0.008682|41030,MAURITIAN FREE-TAILED BAT MAURITIAN FREE-TAILED BAT Mauritian free-tailed bat,0,0
2017080076|2017|S?O PAULO MARSH ANTWREN|0.005426|41030,S?O PAULO MARSH ANTWREN S?O PAULO MARSH ANTWREN S?o Paulo marsh antwren,0,0
2017080138|2017|CAT FISH|0.008682|41030,CAT FISH CAT FISH Cat fish,0,0
2017080023|2017|DELACOUR'S LANGUR|0.010852|41030,DELACOUR'S LANGUR DELACOUR'S LANGUR Delacour's Langur,0,0
2017080171|2017|SILVER-BACKED CHEVROTAIN|0.007596|41030,SILVER-BACKED CHEVROTAIN SILVER-BACKED CHEVROTAIN Silver-backed Chevrotain,0,0
2017080053|2017|AZUERO SPIDER MONKEY|0.014108|41030,AZUERO SPIDER MONKEY AZUERO SPIDER MONKEY Azuero Spider Monkey,0,0
2017080151|2017|MAGNOLIA DOMINGENSIS|0.028215|41030,MAGNOLIA DOMINGENSIS MAGNOLIA DOMINGENSIS Magnolia domingensis,0,0
2013030020|2017|RENEWABLE ENERGY PROJECTS|34.639429|23210,RENEWABLE ENERGY PROJECTS RENEWABLE ENERGY PROJECTS Renewable energy projects,1,2
2017080102|2017|HOODED VULTURE|0.005426|41030,HOODED VULTURE HOODED VULTURE Hooded Vulture,0,0
2014030113|2017|SOLAR POWER PROJECTS (501 KW)|0.379818|23230,SOLAR POWER PROJECTS (501 KW) SOLAR POWER PROJECTS (501 KW) Solar Power Projects (501 KW),1,2
2017080038|2017|WEST AFRICA MANATEE|0.013022|41030,WEST AFRICA MANATEE WEST AFRICA MANATEE West Africa Manatee,0,0
2017080096|2017|SALINAS CHUB|0.007596|41030,SALINAS CHUB SALINAS CHUB Salinas Chub,0,0
2017080152|2017|VEPRIS FADENII|0.028215|41030,VEPRIS FADENII VEPRIS FADENII Vepris fadenii,0,0
2017080035|2017|BRANDEGEE OAK|0.016278|41030,BRANDEGEE OAK BRANDEGEE OAK Brandegee oak,0,0
2017080114|2017|CASCUDO|0.011937|41030,CASCUDO CASCUDO Cascudo,0,0
2017080183|2017|BIOKO RED COLOBUS|0.013022|41030,BIOKO RED COLOBUS BIOKO RED COLOBUS Bioko Red colobus,0,0
2017080150|2017|MANIPUR BUSH QUAIL|0.006511|41030,MANIPUR BUSH QUAIL MANIPUR BUSH QUAIL Manipur Bush Quail,0,0
2017080012|2017|GREENBACK PARROTFISH|0.010852|41030,GREENBACK PARROTFISH GREENBACK PARROTFISH Greenback Parrotfish,0,0
